,medium,count,frequency
1540,unglazed bone china,1,8.04699444757383e-05
1541,billboards,1,8.04699444757383e-05
1542,book with two lithographs with watercolor additions,1,8.04699444757383e-05
1543,bakelite,1,8.04699444757383e-05
1544,"chrome-plated tubular steel, canvas, and rubber straps",1,8.04699444757383e-05
1545,illustrated book with one line block reproduction after pen and ink drawing,1,8.04699444757383e-05
1546,"stained molded plywood, metal rod, rubber shockmounts, and rubber glides",1,8.04699444757383e-05
1547,"chrome-plated steel, foam, and synthetic wool",1,8.04699444757383e-05
1548,charcoal and crayon on tracing paper,1,8.04699444757383e-05
1549,graphite on vellum,1,8.04699444757383e-05
1550,"illustrated book with nine linoleum cuts, two collages (including cover), and rubber-stamped text",1,8.04699444757383e-05
1551,illustrated book with 21 lithographs,1,8.04699444757383e-05
1552,brushed and anodized aluminum,1,8.04699444757383e-05
1553,wood base with chrome-plated viewing screen,1,8.04699444757383e-05
1554,solid and laminated birch,1,8.04699444757383e-05
1555,sterling-silver shells and other materials,1,8.04699444757383e-05
1556,wood with rubber grip,1,8.04699444757383e-05
1557,illustrated book with ten etchings with gouache additions,1,8.04699444757383e-05
1558,"laminated beech, foam cushions, and fabric upholstery",1,8.04699444757383e-05
1559,lacquered metal and opaline glass,1,8.04699444757383e-05
1560,"aquatint, etching, and drypoint from an illustrated book with ten aquatints (eight with drypoint, three with etching)",1,8.04699444757383e-05
1561,nickel-plated steel and brass,1,8.04699444757383e-05
1562,illustrated book with eleven lithographs (including front cover),1,8.04699444757383e-05
1563,"engraving and drypoint from an illustrated book with twelve etchings (one with aquatint and drypoint), five drypoints, three engravings (one with drypoint), two lithographs, and one woodcut",1,8.04699444757383e-05
1564,illustrated book with 69 photolithographs,1,8.04699444757383e-05
1565,illustrated book with 58 transfer lithographs,1,8.04699444757383e-05
1566,illustrated book with nineteen woodcuts,1,8.04699444757383e-05
1567,paint and colored pencil on print,1,8.04699444757383e-05
1568,clear glass,1,8.04699444757383e-05
1569,book with one lithographed and 10 letterpress illustrations,1,8.04699444757383e-05
1570,steel with wood handle,1,8.04699444757383e-05
1571,corrugated cardboard with fire-retardant coating,1,8.04699444757383e-05
1572,"lacquered metal, stainless steel and plastic",1,8.04699444757383e-05
1573,nylon and polyester,1,8.04699444757383e-05
1574,5 etching and aquatints,1,8.04699444757383e-05
1575,"collotype with embossing and stamp additions from an illustrated book with eight collotypes (one with embossing and stamp additions), three offset lithographs (one with mylar overlay), two collotype and offset lithographs (one with stamp additions, one with crayon additions), and two drawings",1,8.04699444757383e-05
1576,lacquered metal,1,8.04699444757383e-05
1577,illustrated book with 8 aquatints,1,8.04699444757383e-05
1578,illustrated book with six woodcuts,1,8.04699444757383e-05
1579,various materials,1,8.04699444757383e-05
1580,illustrated book with collotype reproductions of drawings and one supplementary linoleum cut,1,8.04699444757383e-05
1581,"illustrated book with one etching, aquatint, and engraving (head of a woman - françoise; plate, folio 6)",1,8.04699444757383e-05
1582,illustrated book with 2 etchings and 8 collagraphs,1,8.04699444757383e-05
1583,hand-spun wool,1,8.04699444757383e-05
1584,plated steel and plastic,1,8.04699444757383e-05
1585,"cut-and-pasted printed paper and cut-and-pasted gelatin silver print with gouache, ink, and pencil additions on board",1,8.04699444757383e-05
1586,high carbon stainless steel blade and laminated brown ebony handles,1,8.04699444757383e-05
1587,"pamphlet, letterpress printed",1,8.04699444757383e-05
1588,book with 18 lithographs and lithographed manuscript text (including cover),1,8.04699444757383e-05
1589,diazotype,1,8.04699444757383e-05
1590,"aquatint with roulette over photogravure from an illustrated book with 22 aquatints over photogravure (19 with drypoint, 18 with roulette, five with etching)",1,8.04699444757383e-05
1591,".a: ink on paper mounted on board
.b: ink and color ink, and graphite on paper
.c: ink on paper mounted on board
.d: ink and graphite on paper
.e: ink, crayon, and graphite on paper
.f: ink on paper
.g: ink and graphite on paper
.h: ink, graphite and color crayon on paper",1,8.04699444757383e-05
1592,lithograph with photo-gravure,1,8.04699444757383e-05
1593,"ink, watercolor, and pencil on paper",1,8.04699444757383e-05
1594,journal with lithographed cover,1,8.04699444757383e-05
1595,"plastic and rubber composite housing, wood, and paper",1,8.04699444757383e-05
1596,folder containing four collotype reproductions of manuscript notes,1,8.04699444757383e-05
1597,painted cast iron,1,8.04699444757383e-05
1598,26 collotypes,1,8.04699444757383e-05
1599,"gold, replacement gemstone",1,8.04699444757383e-05
1600,"eleven soft ground etchings (seven with roulette, drypoint, and/or aquatint), two aquatints, and two mezzotints",1,8.04699444757383e-05
1601,"photograuvre and etching from an album of 16 etchings (one with aquatint, one with drypoint, one with pencil additions), three photogravures (two with etching), and one relief halftone",1,8.04699444757383e-05
1602,"polyurethane, chrome-plated plastic, and fabric",1,8.04699444757383e-05
1603,molded and bent birch plywood and rubber shockmounts,1,8.04699444757383e-05
1604,hand-wrought silver,1,8.04699444757383e-05
1605,fiberglass cloth,1,8.04699444757383e-05
1606,etching and engraving from an illustrated book with four engravings (one with etching) and two aquatints,1,8.04699444757383e-05
1607,black basalt with glazed interior,1,8.04699444757383e-05
1608,nine etchings (including broadside announcement),1,8.04699444757383e-05
1609,"plastic, painted wood and other materials",1,8.04699444757383e-05
1610,".1: copper
.2: chrome-plated metal",1,8.04699444757383e-05
1611,book with letterpress cover and one lithograph,1,8.04699444757383e-05
1612,copper and plastic,1,8.04699444757383e-05
1613,illustrated book with eight lithographs (one with collage additions),1,8.04699444757383e-05
1614,lacquered bent plywood,1,8.04699444757383e-05
1615,cover with letterpress lettering and typographic design,1,8.04699444757383e-05
1616,book with two linoleum cuts and letterpress typographic designs,1,8.04699444757383e-05
1617,illustrated book with etching with remarques,1,8.04699444757383e-05
1618,ink and photographic reproductions on tracing paper,1,8.04699444757383e-05
1619,polished die-cast aluminum and fabric,1,8.04699444757383e-05
1620,color photograph,1,8.04699444757383e-05
1621,felt-tipped pen and colored pencil on tracing paper,1,8.04699444757383e-05
1622,ash and glass,1,8.04699444757383e-05
1623,tubular steel and wood,1,8.04699444757383e-05
1624,rosewood,1,8.04699444757383e-05
1625,"cover with letterpress lettering on front, back, and spine",1,8.04699444757383e-05
1626,volume i from a three volume illustrated book,1,8.04699444757383e-05
1627,"booklet, letterpress printed",1,8.04699444757383e-05
1628,molded plywood with epoxy finish,1,8.04699444757383e-05
1629,"aluminum, anodized aluminum, and steel",1,8.04699444757383e-05
1630,paper and adhesive,1,8.04699444757383e-05
1631,ceramic with green-grey reduction glaze,1,8.04699444757383e-05
1632,"woodcut from an illustrated book with four lithographs, one offset lithograph, one woodcut, one etching with aquatint, one photogravure with hand additions, and one record",1,8.04699444757383e-05
1633,"turned zelkova wood, rice paper, lacquer, and gold",1,8.04699444757383e-05
1634,"cut-and-pasted printed papers with ink stamp on self-adhesive label, on paper with ink stamp",1,8.04699444757383e-05
1635,colored pencil on sepia diazo print,1,8.04699444757383e-05
1636,book with lithographed manuscript designs,1,8.04699444757383e-05
1637,"lithograph from an illustrated book with thirty aquatints (twenty-one with etching, two with drypoint, one with screenprint), three etchings (two with drypoint), and one lithograph",1,8.04699444757383e-05
1638,"screenprint from an illustrated book with eleven offset lithographs (some with rubber stamp, collage, pochoir, watercolor, gouache, crayon, felt-tip pen, ballpoint pen, and pencil additions), two lithographs, two etchings (one with aquatint), one screenprint, and fourteen offset lithograph reproductions",1,8.04699444757383e-05
1639,chromium-plated,1,8.04699444757383e-05
1640,cut-and-pasted printed paper on gelatin silver photograph,1,8.04699444757383e-05
1641,"collotype and offset lithograph with crayon additions from an illustrated book with eight collotypes (one with embossing and stamp additions), three offset lithographs (one with mylar overlay), two collotype and offset lithographs (one with stamp additions, one with crayon additions), and two drawings",1,8.04699444757383e-05
1642,polished steel and pressure welded aluminum,1,8.04699444757383e-05
1643,crayon and cut and pasted photocopies on transparent overlay on print,1,8.04699444757383e-05
1644,rare ash-leaf maple,1,8.04699444757383e-05
1645,felt,1,8.04699444757383e-05
1646,illustrated book with twenty lithographs (some with tipped-in photolithographic reproductions of newspaper clippings or lithographs),1,8.04699444757383e-05
1647,"illustrated book with nine etchings, two with aquatint and one with drypoint",1,8.04699444757383e-05
1648,color pencil on board,1,8.04699444757383e-05
1649,chrome-plated steel and enameled steel,1,8.04699444757383e-05
1650,illustrated book with 180 woodcuts,1,8.04699444757383e-05
1651,wool and rayon,1,8.04699444757383e-05
1652,"paper flowers, acrylic resin, and aluminum",1,8.04699444757383e-05
1653,polyurethane and silk,1,8.04699444757383e-05
1654,rosewood cabinets,1,8.04699444757383e-05
1655,"chrome-plated steel rod, vinyl-coated steel sheet, and plastic glides",1,8.04699444757383e-05
1656,"pen, ink, and gouache on paper",1,8.04699444757383e-05
1657,hazel wood,1,8.04699444757383e-05
1658,"stained molded plywood, lacquered metal rod, rubber shockmounts, and rubber glides",1,8.04699444757383e-05
1659,"wool knit fabric, latex foam on tubular steel frame",1,8.04699444757383e-05
1660,illustrated book with 13 offset lithographs with etching,1,8.04699444757383e-05
1661,chrome-plated tubular steel and glass,1,8.04699444757383e-05
1662,graphite and white ink on paper,1,8.04699444757383e-05
1663,extruded acrylic and polished chrome,1,8.04699444757383e-05
1664,handblown muslinglass,1,8.04699444757383e-05
1665,8 rubber stamps and supplementary suite,1,8.04699444757383e-05
1666,black plastic body,1,8.04699444757383e-05
1667,"enameled steel, steel, lead, brass, and linen",1,8.04699444757383e-05
1668,cotton thread on linen,1,8.04699444757383e-05
1669,book with 11 lithographed illustrations,1,8.04699444757383e-05
1670,steam-blown glass,1,8.04699444757383e-05
1671,ink on frosted polymer sheet,1,8.04699444757383e-05
1672,"etching and aquatint from an illustrated book with seven etchings (six with aquatint, five with drypoint, five with roulette, and two with photogravure)",1,8.04699444757383e-05
1673,illustrated book with four etchings,1,8.04699444757383e-05
1674,11 drypoints (including front cover),1,8.04699444757383e-05
1675,"basswood, foamcore board, plexiglass, brass, and bristles",1,8.04699444757383e-05
1676,"screenprint and lithograph from an illustrated book with nine screenprints (one with lithograph), eight lithographs, and stainless steel cover with digital clock",1,8.04699444757383e-05
1677,"chrome-plated steel, cast aluminum, and abs plastic",1,8.04699444757383e-05
1678,illustrated book with 6 woodcuts,1,8.04699444757383e-05
1679,colored pencil and pencil on paper,1,8.04699444757383e-05
1680,"etching from an illustrated book with twenty engravings, ten aquatints (one with drypoint), one drypoint, and one etching (including wrapper front)",1,8.04699444757383e-05
1681,illustrated book with 5 drypoints on celluloid; and 1 engraving on celluloid (wrapper front),1,8.04699444757383e-05
1682,mother-of-pearl and ebony,1,8.04699444757383e-05
1683,maple plywood and plastic laminate,1,8.04699444757383e-05
1684,playbill with lithographed cover,1,8.04699444757383e-05
1685,"injection-molded synthetic rubber, stainless steel, and brass",1,8.04699444757383e-05
1686,illustrated book with eleven etchings,1,8.04699444757383e-05
1687,illustrated book with seven soft ground etchings,1,8.04699444757383e-05
1688,cadmium-finished steel and copper-plated steel,1,8.04699444757383e-05
1689,"aquatint, with tempera additions",1,8.04699444757383e-05
